"","site","collection_date","YYYYMMDD","quadrat","plant","rhi_length","node1","node2","node3","node4","node5","leaf_length1","leaf_length2","leaf_length3","leaf_length4","leaf_length5","leaf_length6","leaf_length7","leaf_length8","leaf_length9","leaf_length10","leaf_width1","leaf_width2","leaf_width3","leaf_width4","leaf_width5","leaf_width6","leaf_width7","leaf_width8","leaf_width9","leaf_width10","rhi_mass_fw","shoot_mass_fw","xs_shoot_mass_fw","iso_count","iso_fw","gamm_amph_count","gamm_amph_fw","caprel_count","caprel_fw","limpet_count","limpet_fw","gastropod_count","gastropod_fw","crab_count","crab_fw","polychaete_count","other_animal_notes","notes","epiphyte_mass_dw","rhi_mass_dw","shoot_mass_dw","xs_shoot_mass_dw","xs_pad_mass_dw","iso_mass_dw","gamm_amph_mass_dw","caprel_mass_dw","limpet_mass_dw","gastropod_mass_dw","crab_mass_dw","leaf_area1","na.rm","leaf_area2","leaf_area3","leaf_area4","leaf_area5","leaf_area6","leaf_area7","leaf_area8","leaf_area9","leaf_area10","tot_leaf_area","mean_canopy_height"
"49","2017_H_02","28/5/17",20170528,"2","4",3.6,0.4,0.3,0.4,0.3,0.3,24.6,33.4,25,5.7,14.8,32.4,33.4,NA,NA,NA,0.3,0.3,0.3,0.3,0.3,0.3,0.3,NA,NA,NA,0.3574,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0138999999999999,0.0415,0.12,NA,NA,NA,NA,NA,NA,NA,NA,7.38,TRUE,10.02,7.5,1.71,4.44,9.72,10.02,NA,NA,NA,50.79,24.1857142857143
"50","2017_H_02","28/5/17",20170528,"2","5",5,0.5,0.8,0.4,0.2,0.3,19.2,25.6,11.9,29.4,29.2,NA,NA,NA,NA,NA,0.2,0.3,0.4,0.3,0.3,NA,NA,NA,NA,NA,0.5133,0.6412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0111,0.0574000000000001,0.0856999999999999,NA,NA,NA,NA,NA,NA,NA,NA,3.84,TRUE,7.68,4.76,8.82,8.76,NA,NA,NA,NA,NA,33.86,23.06
"51","2017_H_02","28/5/17",20170528,"3","1",2.8,0.9,0.9,0.5,0.5,0.1,40.2,44.8,29.6,13.2,42.4,NA,NA,NA,NA,NA,0.3,0.3,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.3445,0.9329,2.4091,NA,NA,NA,NA,NA,NA,1,0.0089,NA,"",NA,NA,5,"3 bivalves","",0.0145999999999999,0.0345,0.1191,0.2967,NA,NA,NA,NA,0.00269999999999998,NA,NA,12.06,TRUE,13.44,11.84,5.28,16.96,NA,NA,NA,NA,NA,59.58,34.04
"52","2017_H_02","28/5/17",20170528,"3","2",5,3,2,NA,NA,NA,34.4,48.8,37.2,9.9,24.6,49.4,45.2,NA,NA,NA,0.4,0.4,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,0.5116,2.1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0197000000000001,0.0681999999999999,0.3144,NA,NA,NA,NA,NA,NA,NA,NA,13.76,TRUE,19.52,18.6,4.95,12.3,24.7,22.6,NA,NA,NA,116.43,35.6428571428571
"53","2017_H_02","28/5/17",20170528,"3","3",5,0.7,1.9,1.5,NA,NA,38,49.8,3.7,25.5,44.2,43.4,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,0.533,1.2954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0129,0.0604,0.1843,NA,NA,NA,NA,NA,NA,NA,NA,15.2,TRUE,19.92,1.48,10.2,17.68,17.36,NA,NA,NA,NA,81.84,34.1
"54","2017_H_02","28/5/17",20170528,"3","4",5,0.8,0.5,0.4,0.2,0.2,25.9,33.2,15,33,28.2,4,NA,NA,NA,NA,0.2,0.3,0.3,0.4,0.3,0.2,NA,NA,NA,NA,0.3886,0.7318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0118,0.0406,0.1073,NA,NA,NA,NA,NA,NA,NA,NA,5.18,TRUE,9.96,4.5,13.2,8.46,0.8,NA,NA,NA,NA,42.1,23.2166666666667
"55","2017_H_02","28/5/17",20170528,"3","5",2.1,0.6,0.6,0.3,0.4,NA,17.6,24.3,30.2,24.5,11.6,NA,NA,NA,NA,NA,0.2,0.2,0.3,0.3,0.3,NA,NA,NA,NA,NA,0.1463,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0107,0.0147999999999999,0.0545,NA,NA,NA,NA,NA,NA,NA,NA,3.52,TRUE,4.86,9.06,7.35,3.48,NA,NA,NA,NA,NA,28.27,21.64
"56","2017_H_02","28/5/17",20170528,"4","1",5,0.7,1.5,0.7,0.3,0.5,40.4,36.2,21.2,50,4.9,7.9,38.6,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.3,0.4,NA,NA,NA,0.3859,1.2634,13.6542,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,10,"","",0.013,0.0601999999999999,0.1775,1.4222,NA,NA,NA,NA,NA,NA,NA,16.16,TRUE,14.48,8.48,20,1.96,2.37,15.44,NA,NA,NA,78.89,28.4571428571429
"57","2017_H_02","28/5/17",20170528,"4","2",5,0.9,1.6,0.7,0.7,0.6,27.3,32.4,9.2,20.3,37.2,4.7,NA,NA,NA,NA,0.3,0.4,0.3,0.4,0.3,0.2,NA,NA,NA,NA,0.7018,0.6243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0134,0.0968,0.0938000000000001,NA,NA,NA,NA,NA,NA,NA,NA,8.19,TRUE,12.96,2.76,8.12,11.16,0.94,NA,NA,NA,NA,44.13,21.85
"58","2017_H_02","28/5/17",20170528,"4","3",5,0.6,2,1,1,NA,26.4,46.2,41.4,8.1,2.3,24.8,50.4,NA,NA,NA,0.4,0.4,0.4,0.3,0.1,0.4,0.4,NA,NA,NA,0.4648,1.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.004,0.0556,0.1383,NA,NA,NA,NA,NA,NA,NA,NA,10.56,TRUE,18.48,16.56,2.43,0.23,9.92,20.16,NA,NA,NA,78.34,28.5142857142857
"59","2017_H_02","28/5/17",20170528,"4","4",5,1.3,1.4,1.1,0.8,NA,47.4,30.4,13.2,53,4.2,51.4,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.2,0.4,NA,NA,NA,NA,0.5143,1.2343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0109,0.0668000000000001,0.162,NA,NA,NA,NA,NA,NA,NA,NA,18.96,TRUE,12.16,5.28,21.2,0.84,20.56,NA,NA,NA,NA,79,33.2666666666667
"60","2017_H_02","28/5/17",20170528,"4","5",5,1,3.5,NA,NA,NA,45.8,44.2,10.7,26.9,53.2,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.5421,1.3438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0144,0.0591,0.1775,NA,NA,NA,NA,NA,NA,NA,NA,18.32,TRUE,17.68,4.28,10.76,21.28,NA,NA,NA,NA,NA,72.32,36.16
"61","2017_H_02","28/5/17",20170528,"5","1",3.9,1.1,1,0.5,0.4,0.4,42.4,32.2,8.3,2.5,21,39.8,NA,NA,NA,NA,0.3,0.4,0.3,0.1,0.3,0.3,NA,NA,NA,NA,0.5132,0.653,5.279,NA,NA,NA,NA,NA,NA,1,0.0067,NA,"",NA,NA,6,"","",0.00889999999999991,0.0595000000000001,0.091,0.5071,NA,NA,NA,NA,0.0015,NA,NA,12.72,TRUE,12.88,2.49,0.25,6.3,11.94,NA,NA,NA,NA,46.58,24.3666666666667
"62","2017_H_02","28/5/17",20170528,"5","2",4.3,1.1,1.2,0.6,0.5,0.3,34,25.7,36.4,10.8,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,0.3557,0.6748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0122,0.0569,0.0837999999999999,NA,NA,NA,NA,NA,NA,NA,NA,10.2,TRUE,7.71,10.92,3.24,NA,NA,NA,NA,NA,NA,32.07,26.725
"63","2017_H_02","28/5/17",20170528,"5","3",3.9,1.2,1.1,0.6,0.2,0.2,33.2,45.2,3.7,40.6,12.4,26,34.5,NA,NA,NA,0.3,0.3,0.2,0.4,0.4,0.4,0.3,NA,NA,NA,0.8897,1.0568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0124,0.0859,0.138,NA,NA,NA,NA,NA,NA,NA,NA,9.96,TRUE,13.56,0.74,16.24,4.96,10.4,10.35,NA,NA,NA,66.21,27.9428571428571
"64","2017_H_02","28/5/17",20170528,"5","4",2.2,0.3,0.5,0.3,0.3,0.5,12.9,20.2,8.2,26,NA,NA,NA,NA,NA,NA,0.2,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,0.1474,0.3449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0102,0.0165000000000001,0.0388999999999999,NA,NA,NA,NA,NA,NA,NA,NA,2.58,TRUE,6.06,2.46,7.8,NA,NA,NA,NA,NA,NA,18.9,16.825
"65","2017_H_02","28/5/17",20170528,"5","5",5,1.6,1.1,1,0.5,0.3,16.2,39.6,31.2,16.6,43.6,31.4,NA,NA,NA,NA,0.3,0.5,0.5,0.5,0.5,0.4,NA,NA,NA,NA,0.589,1.4373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0117,0.0754000000000001,0.1648,NA,NA,NA,NA,NA,NA,NA,NA,4.86,TRUE,19.8,15.6,8.3,21.8,12.56,NA,NA,NA,NA,82.92,29.7666666666667
"66","2017_H_02","28/5/17",20170528,"6","1",5,0.6,1.1,1.1,1,0.5,39,40.8,24,47.2,NA,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.9282,1.475,17.2114,1,0.1456,NA,NA,NA,NA,4,0.0601,NA,"",NA,NA,11,"","",0.0123,0.1426,0.1877,1.7239,NA,0.0284,NA,NA,0.0189999999999999,NA,NA,15.6,TRUE,20.4,12,23.6,NA,NA,NA,NA,NA,NA,71.6,37.75
"67","2017_H_02","28/5/17",20170528,"6","2",5,1.5,2,NA,NA,NA,40.4,46.2,47.4,10.1,2.7,30.4,58.4,NA,NA,NA,0.4,0.5,0.6,0.6,0.3,0.6,0.6,NA,NA,NA,0.771,2.3954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0155,0.0849,0.3004,NA,NA,NA,NA,NA,NA,NA,NA,16.16,TRUE,23.1,28.44,6.06,0.81,18.24,35.04,NA,NA,NA,127.85,33.6571428571429
"68","2017_H_02","28/5/17",20170528,"6","3",5,0.9,2.6,NA,NA,NA,42.4,48.6,65.4,77,41.2,12.6,NA,NA,NA,NA,0.5,0.5,0.6,0.6,0.6,0.6,NA,NA,NA,NA,0.7888,3.3704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0146000000000001,0.0969,0.422,NA,NA,NA,NA,NA,NA,NA,NA,21.2,TRUE,24.3,39.24,46.2,24.72,7.56,NA,NA,NA,NA,163.22,47.8666666666667
"69","2017_H_02","28/5/17",20170528,"6","4",5,1.1,2.3,1.6,NA,NA,38.4,52.2,31.6,13.1,49.4,NA,NA,NA,NA,NA,0.4,0.5,0.6,0.6,0.6,NA,NA,NA,NA,NA,0.8343,1.9311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0119,0.1012,0.2456,NA,NA,NA,NA,NA,NA,NA,NA,15.36,TRUE,26.1,18.96,7.86,29.64,NA,NA,NA,NA,NA,97.92,36.94
"70","2017_H_02","28/5/17",20170528,"6","5",5,2,1.8,1.2,NA,NA,27.2,54.2,22,44.8,45,NA,NA,NA,NA,NA,0.4,0.6,0.6,0.6,0.5,NA,NA,NA,NA,NA,0.7698,2.0193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00819999999999999,0.1025,0.2659,NA,NA,NA,NA,NA,NA,NA,NA,10.88,TRUE,32.52,13.2,26.88,22.5,NA,NA,NA,NA,NA,105.98,38.64
"71","2017_H_02","28/5/17",20170528,"7","1",5,1.1,0.5,0.4,0.2,0.2,22.5,37.2,27,6.9,34.2,40,NA,NA,NA,NA,0.4,0.4,0.5,0.4,0.4,0.4,NA,NA,NA,NA,0.723,1.3285,26.528,NA,NA,2,0.0047,NA,NA,4,0.0756,NA,"",NA,NA,15,"1 bivalve, 1 barnacle","",0.0124,0.0859999999999999,0.175,2.76,NA,NA,0.000200000000000033,NA,0.0254,NA,NA,9,TRUE,14.88,13.5,2.76,13.68,16,NA,NA,NA,NA,69.82,27.9666666666667
"72","2017_H_02","28/5/17",20170528,"7","2",5,1.9,2.1,NA,NA,NA,38.4,46.4,47.6,14.6,36.4,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.6,NA,NA,NA,NA,NA,0.5728,1.9023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.011,0.0669,0.2162,NA,NA,NA,NA,NA,NA,NA,NA,15.36,TRUE,23.2,23.8,7.3,21.84,NA,NA,NA,NA,NA,91.5,36.68
"73","2017_H_02","28/5/17",20170528,"7","3",5,1.4,2.1,1.5,NA,NA,51.8,32,8.9,45.8,30,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.9124,1.7084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0113,0.0906999999999999,0.2112,NA,NA,NA,NA,NA,NA,NA,NA,25.9,TRUE,16,4.45,22.9,15,NA,NA,NA,NA,NA,84.25,33.7
"74","2017_H_02","28/5/17",20170528,"7","4",5,1.3,0.7,0.5,0.5,0.5,40.6,35.6,44.4,19.5,38.2,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.7124,1.5269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0105999999999999,0.0775000000000001,0.2015,NA,NA,NA,NA,NA,NA,NA,NA,20.3,TRUE,17.8,22.2,9.75,15.28,NA,NA,NA,NA,NA,85.33,35.66
"75","2017_H_02","28/5/17",20170528,"7","5",5,1,1,0.5,0.5,0.4,23.2,40.8,28.4,40.6,10,26.1,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,0.5,NA,NA,NA,NA,1.0297,1.4653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0106999999999999,0.1184,0.1829,NA,NA,NA,NA,NA,NA,NA,NA,9.28,TRUE,20.4,14.2,20.3,4,13.05,NA,NA,NA,NA,81.23,28.1833333333333
"76","2017_H_02","28/5/17",20170528,"8","1",5,1.5,0.6,0.6,0.6,0.3,21.5,46.2,38.4,20.4,47.6,39,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,1.2299,1.8833,23.435,1,0.1964,NA,NA,NA,NA,2,0.0168,NA,"",NA,NA,9,"","",0.0123,0.1361,0.2248,2.3607,NA,0.0536,NA,NA,0.00519999999999998,NA,NA,8.6,TRUE,18.48,19.2,10.2,23.8,15.6,NA,NA,NA,NA,95.88,35.5166666666667
"77","2017_H_02","28/5/17",20170528,"8","2",5,1.8,1.2,0.6,0.4,0.3,42.4,47.6,45,27.2,57.2,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.6,NA,NA,NA,NA,NA,1.176,1.9798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0104,0.1033,0.2437,NA,NA,NA,NA,NA,NA,NA,NA,16.96,TRUE,19.04,22.5,13.6,34.32,NA,NA,NA,NA,NA,106.42,43.88
"78","2017_H_02","28/5/17",20170528,"8","3",5,1.6,1,0.6,1,NA,50.8,58.8,46.6,57.2,27.6,NA,NA,NA,NA,NA,0.4,0.5,0.6,0.6,0.5,NA,NA,NA,NA,NA,0.832,2.5394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00639999999999996,0.09,0.3069,NA,NA,NA,NA,NA,NA,NA,NA,20.32,TRUE,29.4,27.96,34.32,13.8,NA,NA,NA,NA,NA,125.8,48.2
"79","2017_H_02","28/5/17",20170528,"8","4",5,1,2,0.7,0.6,0.5,38,53.8,25.8,51.6,45.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,1.0808,1.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00700000000000001,0.1098,0.2385,NA,NA,NA,NA,NA,NA,NA,NA,15.2,TRUE,26.9,12.9,25.8,22.9,NA,NA,NA,NA,NA,103.7,43
"80","2017_H_02","28/5/17",20170528,"8","5",5,1,1,0.4,0.6,0.4,26.4,48.2,28,43,43.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.6234,1.7844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00960000000000005,0.0730000000000002,0.227,NA,NA,NA,NA,NA,NA,NA,NA,10.56,TRUE,24.1,14,21.5,17.52,NA,NA,NA,NA,NA,87.68,37.88
"81","2017_H_03","25/6/17",20170625,"1","1",5,2.1,NA,NA,NA,NA,79.9,100.2,35.2,70,84.9,14,21.8,NA,NA,NA,0.7,0.7,0.6,0.7,0.7,0.4,0.4,NA,NA,NA,0.6985,5.2975,31.3858,NA,NA,1,0.0075,NA,NA,11,0.6092,2,"0.0056",NA,NA,9,"","",0.00670000000000004,0.0912999999999999,0.7568,3.2389,NA,NA,0.00130000000000002,NA,0.1851,0.002,NA,55.93,TRUE,70.14,21.12,49,59.43,5.6,8.72,NA,NA,NA,269.94,58
"82","2017_H_03","25/6/17",20170625,"1","2",5,1.7,2.1,NA,NA,NA,101.8,84,88.1,72.3,20.2,40.2,29.8,5.7,NA,NA,0.6,0.6,0.6,0.6,0.3,0.5,0.4,0.3,NA,NA,0.7154,5.0919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00770000000000004,0.0895999999999999,0.6656,NA,NA,NA,NA,NA,NA,NA,NA,61.08,TRUE,50.4,52.86,43.38,6.06,20.1,11.92,1.71,NA,NA,247.51,55.2625
"83","2017_H_03","25/6/17",20170625,"1","3",5,1.1,1.7,2.4,NA,NA,78.6,97.8,82.4,70.8,33.6,17.2,40,NA,NA,NA,0.6,0.6,0.6,0.6,0.4,0.5,0.4,NA,NA,NA,1.027,4.9208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00839999999999996,0.1169,0.6033,NA,NA,NA,NA,NA,NA,NA,NA,47.16,TRUE,58.68,49.44,42.48,13.44,8.6,16,NA,NA,NA,235.8,60.0571428571429
"84","2017_H_03","25/6/17",20170625,"1","4",5,0.9,2,1.7,NA,NA,81.6,58.1,93.6,23.7,16.5,23.5,19.8,73.3,3,NA,0.6,0.6,0.6,0.5,0.3,0.3,0.5,0.6,0.3,NA,0.7272,4.3189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00570000000000004,0.3684,0.5879,NA,NA,NA,NA,NA,NA,NA,NA,48.96,TRUE,34.86,56.16,11.85,4.95,7.05,9.9,43.98,0.9,NA,218.61,43.6777777777778
"85","2017_H_03","25/6/17",20170625,"1","5",5,1.3,2,NA,NA,NA,12.3,102.7,80.4,93.2,18.2,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.5,NA,NA,NA,NA,NA,0.6803,5.4741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00680000000000003,0.0938000000000001,0.7558,NA,NA,NA,NA,NA,NA,NA,NA,7.38,TRUE,61.62,48.24,55.92,9.1,NA,NA,NA,NA,NA,182.26,61.36
"86","2017_H_03","25/6/17",20170625,"2","1",5,1,1.3,1.9,NA,NA,77.9,74.2,42.8,35.6,74.1,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.4,0.5,NA,NA,NA,NA,NA,0.4632,3.3027,15.5813,NA,NA,NA,NA,NA,NA,3,0.1664,1,"0.0033",NA,NA,2,"","",0.00209999999999999,0.0617999999999999,0.4326,1.5025,NA,NA,NA,NA,0.0437,0.00119999999999998,NA,38.95,TRUE,37.1,21.4,14.24,37.05,NA,NA,NA,NA,NA,148.74,60.92
"87","2017_H_03","25/6/17",20170625,"2","2",5,1.3,2,1.7,NA,NA,69.8,45.2,65.6,71.2,13.6,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.4869,2.7678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.002,0.0629,0.3502,NA,NA,NA,NA,NA,NA,NA,NA,34.9,TRUE,22.6,32.8,35.6,5.44,NA,NA,NA,NA,NA,131.34,53.08
"88","2017_H_03","25/6/17",20170625,"2","3",5,1.2,2,NA,NA,NA,76,34,101.6,54.9,67.8,88.4,70.3,13.2,12.6,NA,0.5,0.6,0.6,0.5,0.4,0.5,0.5,0.3,0.3,NA,0.5052,5.2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00240000000000007,0.0673999999999999,0.7454,NA,NA,NA,NA,NA,NA,NA,NA,38,TRUE,20.4,60.96,27.45,27.12,44.2,35.15,3.96,3.78,NA,261.02,57.6444444444444
"89","2017_H_03","25/6/17",20170625,"2","4",5,1.1,1.7,1.7,NA,NA,25,32.4,21,27.5,32.2,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.5042,2.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00180000000000002,0.0655999999999999,0.2397,NA,NA,NA,NA,NA,NA,NA,NA,12.5,TRUE,16.2,10.5,13.75,16.1,NA,NA,NA,NA,NA,69.05,27.62
"90","2017_H_03","25/6/17",20170625,"2","5",5,2,2.2,NA,NA,NA,52,40,44.6,7.3,40.4,49.4,50.4,NA,NA,NA,0.6,0.6,0.6,0.3,0.5,0.5,0.5,NA,NA,NA,0.5223,3.5098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00119999999999998,0.071,0.4172,NA,NA,NA,NA,NA,NA,NA,NA,31.2,TRUE,24,26.76,2.19,20.2,24.7,25.2,NA,NA,NA,154.25,40.5857142857143
"91","2017_H_03","25/6/17",20170625,"3","1",5,1.2,1.5,1.1,0.7,NA,88.1,62.6,46.8,57.6,9,9.2,NA,NA,NA,NA,0.4,0.5,0.4,0.4,0.2,0.3,NA,NA,NA,NA,0.4663,2.4752,23.6901,NA,NA,2,0.0069,2,0.0063,13,0.8388,1,"0.0040",NA,NA,8,"","",9.9999999999989e-05,0.0663,0.3125,2.4053,NA,NA,9.9999999999989e-05,0,0.2646,0.00209999999999999,NA,35.24,TRUE,31.3,18.72,23.04,1.8,2.76,NA,NA,NA,NA,112.86,45.55
"92","2017_H_03","25/6/17",20170625,"3","2",5,1.4,1.4,2.1,NA,NA,60.2,40.1,4.4,77.8,78.4,NA,NA,NA,NA,NA,0.5,0.5,0.3,0.5,0.4,NA,NA,NA,NA,NA,0.5494,2.1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000499999999999945,0.0715999999999999,0.3075,NA,NA,NA,NA,NA,NA,NA,NA,30.1,TRUE,20.05,1.32,38.9,31.36,NA,NA,NA,NA,NA,121.73,52.18
"93","2017_H_03","25/6/17",20170625,"3","3",5,1,1.5,1.3,NA,NA,66,54.4,77.4,49,21.9,NA,NA,NA,NA,NA,0.5,0.4,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.5667,2.3613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0717000000000001,0.3459,NA,NA,NA,NA,NA,NA,NA,NA,33,TRUE,21.76,38.7,24.5,8.76,NA,NA,NA,NA,NA,126.72,53.74
"94","2017_H_03","25/6/17",20170625,"3","4",5,0.9,1.6,2.3,NA,NA,45.2,10.8,65.2,66.6,53.4,39.1,NA,NA,NA,NA,0.5,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,0.6266,2.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0838999999999999,0.3831,NA,NA,NA,NA,NA,NA,NA,NA,22.6,TRUE,4.32,32.6,33.3,26.7,19.55,NA,NA,NA,NA,139.07,46.7166666666667
"95","2017_H_03","25/6/17",20170625,"3","5",5,1.2,2.4,NA,NA,NA,93.2,70.8,102.5,74.4,23.4,6.6,19.2,NA,NA,NA,0.6,0.5,0.6,0.5,0.5,0.2,0.3,NA,NA,NA,0.4428,3.8961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",9.9999999999989e-05,0.0508,0.5317,NA,NA,NA,NA,NA,NA,NA,NA,55.92,TRUE,35.4,61.5,37.2,11.7,1.32,5.76,NA,NA,NA,208.8,55.7285714285714
"96","2017_H_03","25/6/17",20170625,"4","1",5,1.5,2.7,NA,NA,NA,75.5,73.6,85.7,59.8,39.1,5.7,NA,NA,NA,NA,0.5,0.5,0.6,0.5,0.5,0.4,NA,NA,NA,NA,0.5848,3.4698,11.9845,NA,NA,5,0.0076,1,0.0011,6,0.3586,1,"0.0012",NA,NA,13,"","",0.000399999999999956,0.0647000000000002,0.4973,1.3885,NA,NA,0.000300000000000078,9.9999999999989e-05,0.0875999999999999,5e-04,NA,37.75,TRUE,36.8,51.42,29.9,19.55,2.28,NA,NA,NA,NA,177.7,56.5666666666667
"97","2017_H_03","25/6/17",20170625,"4","2",5,0.8,2.5,NA,NA,NA,77.2,96.3,26.2,85.5,92.8,45.2,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,NA,0.7241,5.1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0842999999999998,0.7322,NA,NA,NA,NA,NA,NA,NA,NA,46.32,TRUE,57.78,15.72,51.3,55.68,27.12,NA,NA,NA,NA,253.92,70.5333333333333
"98","2017_H_03","25/6/17",20170625,"4","3",5,1,1.8,1.5,NA,NA,39.7,32.2,43.4,22.4,NA,NA,NA,NA,NA,NA,0.5,0.4,0.5,0.4,NA,NA,NA,NA,NA,NA,0.5323,1.4504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0798000000000001,0.2072,NA,NA,NA,NA,NA,NA,NA,NA,19.85,TRUE,12.88,21.7,8.96,NA,NA,NA,NA,NA,NA,63.39,34.425
